customer_id,customer_name,segment,channel,region,currency,cohort,start_month,base_units,orders_pm,discount,passthrough,unit_drift,end_month
C0056,Blackthorn Steelworks,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,73.13493463566512,3.625140578868895,0.9488080242426976,0.8855836626224212,-0.12436242793050113,2024-04
C0057,Newbold Industrial Supplies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,77.55850878913799,3.2999727089486193,0.937263323181407,0.9785340177083339,0.17750892404938162,2025-04
C0058,Pennine Paint & Decorating,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,201.89336289106245,3.8411869587731275,0.9628342578792645,0.8555174048512273,0.05536958506289904,2025-04
C0059,Aalders Marine Services,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,60.32291172932262,3.261879675813363,0.9488143514390198,0.914535124310567,0.017764180242983818,2025-04
C0060,Thornbury Protective Systems,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,127.06349296317191,2.352527247183282,0.9391032503663626,0.8731117116966777,0.05910719764889907,2025-04
C0061,Ferndale Marine Services,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,47.61753216310909,5.467135289088924,0.9247878601218175,0.9421291997822744,0.002499896667061288,2024-05
C0062,Kestrel Contracting,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,66.87709237589401,4.645953448402397,0.9311051042953612,0.9621864438605355,-0.1192299462336548,2025-04
C0063,Nystrom Coatings Group,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,73.80232706529034,4.460639581974244,0.9670674075546323,1.0029386717164845,0.11096824108479374,2023-05
C0064,Dunmore Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Won in FY24,2024-03,24.26217006355143,4.350382431730257,0.9691046788418872,0.9318131394217659,0.16978879169876074,2025-01
C0065,Caldera Engineering,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,174.97479900908053,3.9133295074003147,0.9637018366089505,0.8945531500719741,0.04476680871467852,2025-04
C0066,Ashgrove Coatings Group,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,121.81233466480387,3.5417892345271778,0.9282758761561721,0.9333125730633905,0.02404743587264948,2025-04
C0067,Newbold Marine Services,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),2023-04,31.838655803702196,3.89661723709736,0.9050164183966956,0.8819123001429544,0.1638260226668876,2023-04
C0068,Vandermeer Fabrications,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,81.21863145548923,2.637990468662887,0.9606930809114784,0.898199275417695,0.07145491033143986,2025-04
C0069,Elmsworth Finishing Ltd,Mid-Market,E-commerce,UK - South,GBP,Won in FY25,2025-03,69.69387940642848,6.124253669279973,0.9313072425111485,0.9162849152446457,-0.013641929013340295,2025-04
C0070,Pennine Builders Merchants,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,141.7107429380224,3.4334048817487792,0.8562083103731525,0.9184352512642775,-0.08734322136285429,2023-11
C0071,Bellingham Industrial Supplies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,172.39806587826348,4.012043516565196,0.901146004518774,0.8634963863996413,-0.10702986963593274,2025-04
C0072,Blackthorn Industrial Supplies,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,86.36603623132169,5.445095583519652,0.9824755427200447,0.9139213171384706,-0.20522448705952015,2025-04
C0073,Brockwell Contracting,Mid-Market,Trade Counter,EU - Benelux,EUR,Won in FY25,2024-05,55.68614363176513,3.6263873543497964,0.9642448676831636,0.9063407827796436,0.010488465987286347,2025-04
C0074,Selby Engineering,Mid-Market,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,322.6697570713569,2.3600278610205456,0.9076525103885359,0.8249582943492145,-0.017853635061704516,2023-12
C0075,Ashgrove Distribution,Mid-Market,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,32.215918848878204,3.4324222667131234,0.9459026488803806,0.9724208197625093,0.027232896802428505,2023-04
C0076,Ingleton Steelworks,Mid-Market,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),2023-04,153.73572066421607,3.8797831100846483,0.9472370264727941,0.9560976904801916,0.16738559121521326,2025-04
C0077,Caldera Steelworks,Mid-Market,E-commerce,EU - Nordics,EUR,Won in FY25,2024-09,26.298768416189546,5.266784439955746,0.9596408150552992,0.8890596524671931,-0.10438728918816716,2024-12
C0078,Pennine Fabrications,Mid-Market,E-commerce,EU - Benelux,EUR,Won in FY25,2024-07,41.52492705268607,3.2730840690533607,0.9589444442811061,0.9903155537287747,-0.05958439232048114,2025-04
C0079,Ravensworth Builders Merchants,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,262.79846424131733,3.817330432103279,0.9654196174899167,0.8618038445550749,-0.020299871781713198,2025-04
C0080,Coniston Trade Centre,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,56.14852919057001,3.2205318115428883,0.957244080177142,0.9125742488509595,-0.24611352440548437,2025-02
C0081,Brackley Finishing Ltd,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,60.85663001422953,1.998568043033542,0.8775497601989591,0.9789379745775811,0.10237109836984212,2025-04
C0082,Sandhurst Coatings Group,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),2023-04,153.62648217385885,5.3418937597087695,0.9587725138134648,1.0517675674959706,0.05135321016888765,2025-04
C0083,Marlowe Contracting,Mid-Market,E-commerce,UK - North,GBP,Existing (pre-FY24),2023-04,85.28371783183556,1.6849573886647562,0.9686641665645698,0.9609496255553225,0.060552872031631254,2025-04
C0084,Orwell Fabrications,Mid-Market,Trade Counter,UK - Midlands,GBP,Won in FY24,2023-07,80.74718957432931,5.368089192170434,0.9689845989966684,0.9123285397909369,-0.18597790230553865,2025-04
C0085,Pennine Trade Centre,Mid-Market,Trade Counter,EU - Nordics,EUR,Existing (pre-FY24),2023-04,50.09281289321455,3.6212870018568517,0.9695793424081455,0.9778965069042314,-0.029622479744001083,2025-04
C0086,Thornbury Engineering,Mid-Market,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,76.2655973460341,4.0465407261943165,0.9232170070425875,0.9865727188496378,-0.09159167074955664,2025-04
C0087,Draycott Marine Services,Mid-Market,E-commerce,EU - Nordics,EUR,Won in FY25,2025-01,50.436503773980974,4.487867755423467,0.969810139491046,0.9137079254362674,-0.0258787699720973,2025-04
C0088,Sandhurst Distribution,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),2023-04,100.76677796400018,4.6289097257982,0.9391848236817656,0.9401506047940775,0.038149796555754525,2025-04
C0089,Granton Surface Technologies,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,147.744942359437,6.092487568259768,0.9111421972623672,0.948044644306396,-0.04859864178261214,2025-04
C0090,Harlow Surface Technologies,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,128.88001382827034,2.9892045236138896,0.9448963895502547,0.9253450425484393,-0.1372142328831136,2025-04
C0091,Latimer Finishing Ltd,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,167.07464938339277,6.257540640932305,0.9637479420024434,0.8519654544548675,-0.26653442446370434,2025-04
C0092,Blackthorn Finishing Ltd,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,101.14699057041759,3.5296801786979857,0.9655385906124995,0.8597315745231378,0.006381186400279857,2025-04
C0093,Harlow Marine Services,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,287.61522259204037,3.30331323883896,0.9111448517038895,0.9150835243858161,0.014107085191988342,2025-04
C0094,Pentland Engineering,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,115.94217902176152,3.1635148417748997,0.9347705818153326,0.8788057801824312,-0.09597971248062695,2025-04
C0095,Tavistock Finishing Ltd,Mid-Market,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,55.00534630482435,2.7114118626425356,0.9649493190814616,0.904405457057365,0.18487432671577628,2024-05
C0096,Blackthorn Engineering,Mid-Market,E-commerce,UK - North,GBP,Existing (pre-FY24),2023-04,156.8991706459384,3.8776559977454697,0.9149201879310885,0.837530460945088,-0.08828538652678707,2024-08
C0097,Vandermeer Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,91.65498073392689,5.298467813270561,0.9739071628008472,0.8429655690007052,-0.04488315187899621,2025-04
C0098,Quorn Marine Services,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,223.63597973768134,3.085028406678011,0.9376107696350738,0.8969204372295956,0.04269145856206772,2023-07
C0099,Sandhurst Finishing Ltd,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,63.85993812690434,3.2926503477787787,0.9402429682584571,0.9712394807803797,0.17911892573649435,2025-04
C0100,Langdale Marine Services,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,105.08868433179134,4.0778065473316305,0.9365220411985311,0.9042708745187985,-0.09403027605917345,2025-04
C0101,Stanmore Finishing Ltd,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,186.7817452099285,5.324703903911063,0.9310200142709769,0.9258151315128059,0.1694285973075939,2025-04
C0102,Harlow Fabrications,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,135.93142949952326,4.742343913845847,0.9181121025137284,0.8572861829583511,-0.10982171737049387,2024-04
C0103,Aalders Distribution,Mid-Market,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,79.09062985520742,4.10786958268539,0.982750639580775,0.9675402946103855,-0.0045728020175316185,2025-04
C0104,Wexford Engineering,Mid-Market,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),2023-04,71.91480927561116,3.4757908273554854,0.9490739883537161,0.9487022069048615,0.020152931530766485,2025-04
C0105,Pentland Paint & Decorating,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,84.24852701653475,5.042325954531072,0.9437110164148693,1.0093471876249562,0.09523800470487609,2025-04
C0106,Aalders Coatings Group,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,113.68249150572754,3.8548065598846772,0.9412226887492419,0.8964930757097165,0.03750775236915617,2025-04
C0107,Coniston Steelworks,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,62.90835919840501,3.9642116538210805,0.9418229468714838,0.9033622422147833,0.12734151142563646,2025-04
C0108,Marlowe Surface Technologies,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,83.79268685224093,4.25082170202245,0.9044695198153208,0.9877466776939254,0.07517460829774855,2025-04
C0109,Alderley Surface Technologies,Mid-Market,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,102.63920163794896,2.624484355644129,0.9423685222719191,0.8468767847770278,-0.14521286558572438,2025-04
C0110,Redmayne Steelworks,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,115.873050194216,5.498844606306704,0.8910240269223633,0.8972525129429517,-0.027776742313255873,2025-04
C0111,Pennine Marine Services,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,262.26406086137683,4.052778416251619,0.9654190494908241,0.8655349462040649,0.04388355276232918,2025-04
C0112,Langdale Distribution,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,153.29710641290305,4.176592948068078,0.9849919089484741,0.9261371562843416,0.11547147884656621,2025-04
C0113,Lindholm Protective Systems,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,43.399281318659014,2.9141670914341598,0.9895710646884419,0.9304544605205919,0.07018648978320131,2025-04
C0114,Cranfield Finishing Ltd,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,161.3676293811668,4.635849935836961,0.9985995851720522,0.8838857947444092,0.15743767943644782,2025-04
C0115,Redmayne Trade Centre,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,81.42295780690452,4.185649336654285,0.9304573327961593,0.8610623520557872,0.06969236593788582,2025-04
C0116,Ravensworth Surface Technologies,Mid-Market,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,66.86061572952428,4.514216474759724,0.9455509650217206,1.0193582809318977,-0.1446927760879164,2025-04
C0117,Bellingham Contracting,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,64.87776457691388,7.930423315628868,0.9693001103728357,0.8687470034512117,0.21227794965358582,2025-04
C0118,Bellingham Protective Systems,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,135.01501674261536,4.754318636043974,1.0279343212764025,0.9656729590988473,0.028664774006911448,2023-04
C0119,Aalders Engineering,Mid-Market,Direct Sales,UK - South,GBP,Won in FY24,2023-06,81.10916582879857,3.189986027736177,1.0122581385826057,0.9478149818739519,-0.07640371158749547,2025-04
C0120,Brockwell Builders Merchants,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,147.39564866013464,3.9943479068369463,0.9363372946367328,0.9047128721270941,0.1504715638870072,2024-06
C0121,Pennine Surface Technologies,Mid-Market,Direct Sales,UK - South,GBP,Won in FY24,2023-09,218.25653971298112,7.599260751466626,0.9998633804359646,0.8826338196360152,0.014853958820753717,2025-04
C0122,Lindholm Contracting,SME,E-commerce,EU - Benelux,EUR,Existing (pre-FY24),2023-04,13.697620861799903,0.9771093809749061,1.0142875126796491,1.0935817534095769,-0.4682982424778136,2025-01
C0123,Bellingham Surface Technologies,SME,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,6.294805971704007,1.487903465543696,0.9768650145550593,0.9894965455270572,0.1412879988767644,2025-04
C0124,Brockwell Steelworks,SME,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,9.30086957859101,1.007848910020478,1.0592251272687456,1.0544052130741306,-0.3515324786333786,2025-04
C0125,Stanmore Coatings Group,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,9.37477891288935,1.524260272784803,0.9945557742205097,1.0476052683028236,-0.3287289352079937,2025-04
C0126,Ravensworth Marine Services,SME,E-commerce,EU - Benelux,EUR,Existing (pre-FY24),2023-04,12.289820898442496,1.0325221620054834,0.976149265618606,1.0005865303236277,-0.07883163851390239,2025-03
C0127,Elmsworth Marine Services,SME,E-commerce,UK - North,GBP,Existing (pre-FY24),2023-04,8.280392269327619,1.6080214120368637,0.9886374806385914,0.9405034734318283,-0.2770177836274186,2024-05
C0128,Lindholm Finishing Ltd,SME,E-commerce,EU - Benelux,EUR,Won in FY24,2024-01,12.783095321601179,1.326599334881691,0.9898087690326947,0.9723274664165995,-0.11079037115146245,2025-04
C0129,Newbold Builders Merchants,SME,Trade Counter,Ireland,EUR,Existing (pre-FY24),2023-04,12.481491003675512,0.6672929661267878,0.9829650950247218,1.0186697919335503,-0.014428077752947306,2025-04
C0130,Draycott Steelworks,SME,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,15.07400033792927,1.461867975553441,0.9868597086012352,0.9791873411084091,0.2783108679416721,2025-04
C0131,Garforth Surface Technologies,SME,Trade Counter,UK - North,GBP,Won in FY25,2024-07,10.912791162167878,1.2240612674508164,1.0049007431805788,0.9677403113749096,-0.2090884173726329,2025-04
C0132,Blackthorn Trade Centre,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,9.203535229473244,1.4157352621805173,1.0341105759123257,0.987051959070578,-0.09725281721333516,2024-04
C0133,Medway Builders Merchants,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),2023-04,7.404527036976132,0.8482686149934148,1.0949499034835795,0.9939321548960885,0.06867463578323511,2024-12
C0134,Latimer Distribution,SME,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,10.734059554141053,2.1601037331390573,1.0089167646221977,0.9925818213753468,-0.21668084229372642,2025-04
C0135,Thornbury Contracting,SME,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,16.628176400622323,1.1702838674445586,0.9797782957660455,0.9048100787202907,-0.0008293857964573881,2023-12
