date,period,customer_id,customer_name,segment,channel,region,currency,cohort,order_type,invoice_id,sku,sku_name,product_family,quantity,unit_price_local,unit_price_gbp,fx_rate_gbp_per_eur,revenue_local,revenue_gbp,revenue_gbp_cc,unit_cost_gbp,cogs_gbp,fiscal_year,fiscal_quarter
2023-04-01,2023-04,C0244,Alderley Fabrications,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-014671,SI-1313,Powder Thinner 115,Powder Coatings,3,107.83,107.83,0.856,323.48,323.48,323.48,71.29,213.86,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005024,PU-1211,Architectural Hardener 296,Architectural Trade,1,60.29,60.29,0.856,60.29,60.29,60.29,45.61,45.61,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005024,ZN-1103,Marine Topcoat 913,Marine & Offshore,1,262.85,262.85,0.856,262.85,262.85,262.85,173.06,173.06,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005024,PU-1207,Architectural Intermediate 132,Architectural Trade,2,45.95,45.95,0.856,91.91,91.91,91.91,35.04,70.07,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005024,DX-1106,Marine Thinner 814,Marine & Offshore,1,196.08,196.08,0.856,196.08,196.08,196.08,121.73,121.73,FY24,FY24 Q1
2023-04-01,2023-04,C0244,Alderley Fabrications,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-014671,EP-1202,Architectural Clearcoat 145,Architectural Trade,2,63.54,63.54,0.856,127.08,127.08,127.08,41.5,83.0,FY24,FY24 Q1
2023-04-01,2023-04,C0153,Cranfield Contracting,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012630,AC-1312,Powder Basecoat 150,Powder Coatings,4,171.21,171.21,0.856,684.82,684.82,684.82,108.59,434.34,FY24,FY24 Q1
2023-04-01,2023-04,C0153,Cranfield Contracting,SME,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-012630,SI-1301,Powder Primer 767,Powder Coatings,8,127.0,127.0,0.856,1016.03,1016.03,1016.03,69.48,555.82,FY24,FY24 Q1
2023-04-01,2023-04,C0154,Corby Fabrications,SME,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-012680,PU-1203,Architectural Basecoat 206,Architectural Trade,1,69.01,59.49,0.856,69.01,59.07,59.49,37.97,37.97,FY24,FY24 Q1
2023-04-01,2023-04,C0154,Corby Fabrications,SME,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-012680,EP-1206,Architectural Primer 286,Architectural Trade,1,86.73,74.76,0.856,86.73,74.24,74.76,43.78,43.78,FY24,FY24 Q1
2023-04-01,2023-04,C0443,Stanmore Trade Centre,Distributor,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-023728,MX-1006,Industrial Sealer 703,Industrial Protective,3,109.19,94.13,0.856,327.57,280.4,282.38,67.69,203.07,FY24,FY24 Q1
2023-04-01,2023-04,C0154,Corby Fabrications,SME,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-012680,EP-1214,Architectural Clearcoat 734,Architectural Trade,1,66.2,57.06,0.856,66.2,56.66,57.06,38.0,38.0,FY24,FY24 Q1
2023-04-01,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018692,MX-1000,Industrial Clearcoat 174,Industrial Protective,3,153.52,153.52,0.856,460.55,460.55,460.55,112.72,338.15,FY24,FY24 Q1
2023-04-01,2023-04,C0443,Stanmore Trade Centre,Distributor,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-023728,PR-1003,Industrial Clearcoat 594,Industrial Protective,15,147.55,127.2,0.856,2213.31,1894.59,1907.96,95.62,1434.25,FY24,FY24 Q1
2023-04-01,2023-04,C0424,Caldera Trade Centre,Distributor,Distributor,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-021884,PR-1001,Industrial Finish 723,Industrial Protective,4,129.4,111.55,0.856,517.59,443.05,446.18,80.03,320.13,FY24,FY24 Q1
2023-04-01,2023-04,C0092,Blackthorn Finishing Ltd,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-009361,MX-1012,Industrial Etch Primer 949,Industrial Protective,7,98.4,98.4,0.856,688.81,688.81,688.81,66.61,466.27,FY24,FY24 Q1
2023-04-01,2023-04,C0389,Dunmore Builders Merchants,Distributor,National Accounts,UK - South,GBP,Existing (pre-FY24),Standard,INV-018059,PR-1005,Industrial Basecoat 645,Industrial Protective,5,101.78,101.78,0.856,508.91,508.91,508.91,79.21,396.07,FY24,FY24 Q1
2023-04-01,2023-04,C0092,Blackthorn Finishing Ltd,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-009361,PU-1207,Architectural Intermediate 132,Architectural Trade,4,49.85,49.85,0.856,199.42,199.42,199.42,35.04,140.15,FY24,FY24 Q1
2023-04-01,2023-04,C0424,Caldera Trade Centre,Distributor,Distributor,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-021884,AC-1310,Powder Topcoat 491,Powder Coatings,4,122.06,105.22,0.856,488.22,417.92,420.87,82.89,331.56,FY24,FY24 Q1
2023-04-01,2023-04,C0045,Newbold Surface Technologies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-006049,ZN-1105,Marine Basecoat 606,Marine & Offshore,2,306.34,306.34,0.856,612.68,612.68,612.68,184.29,368.59,FY24,FY24 Q1
2023-04-01,2023-04,C0125,Stanmore Coatings Group,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-012108,EP-1208,Architectural Thinner 773,Architectural Trade,1,124.92,124.92,0.856,124.92,124.92,124.92,79.89,79.89,FY24,FY24 Q1
2023-04-01,2023-04,C0125,Stanmore Coatings Group,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-012108,EP-1202,Architectural Clearcoat 145,Architectural Trade,1,60.1,60.1,0.856,60.1,60.1,60.1,41.5,41.5,FY24,FY24 Q1
2023-04-01,2023-04,C0125,Stanmore Coatings Group,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-012108,PU-1213,Architectural Sealer 861,Architectural Trade,2,71.77,71.77,0.856,143.54,143.54,143.54,44.82,89.65,FY24,FY24 Q1
2023-04-01,2023-04,C0125,Stanmore Coatings Group,SME,E-commerce,UK - South,GBP,Existing (pre-FY24),Standard,INV-012108,PR-1007,Industrial Clearcoat 512,Industrial Protective,1,111.04,111.04,0.856,111.04,111.04,111.04,68.21,68.21,FY24,FY24 Q1
2023-04-01,2023-04,C0390,Fairhurst Distribution,Distributor,Distributor,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-018230,PU-1207,Architectural Intermediate 132,Architectural Trade,4,52.63,45.37,0.856,210.51,180.2,181.47,35.04,140.15,FY24,FY24 Q1
2023-04-01,2023-04,C0045,Newbold Surface Technologies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-006049,ZN-1103,Marine Topcoat 913,Marine & Offshore,4,279.23,279.23,0.856,1116.91,1116.91,1116.91,173.06,692.25,FY24,FY24 Q1
2023-04-01,2023-04,C0045,Newbold Surface Technologies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-006049,DX-1100,Marine Primer 939,Marine & Offshore,15,228.24,228.24,0.856,3423.65,3423.65,3423.65,140.06,2100.85,FY24,FY24 Q1
2023-04-01,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018690,MX-1000,Industrial Clearcoat 174,Industrial Protective,2,150.96,150.96,0.856,301.92,301.92,301.92,112.72,225.43,FY24,FY24 Q1
2023-04-01,2023-04,C0018,Redmayne Builders Merchants,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-003000,PU-1213,Architectural Sealer 861,Architectural Trade,11,61.71,61.71,0.856,678.81,678.81,678.81,44.82,493.06,FY24,FY24 Q1
2023-04-01,2023-04,C0398,Vandermeer Finishing Ltd,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-018955,PU-1209,Architectural Topcoat 701,Architectural Trade,9,67.28,67.28,0.856,605.53,605.53,605.53,49.78,448.05,FY24,FY24 Q1
2023-04-01,2023-04,C0018,Redmayne Builders Merchants,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-003000,PU-1203,Architectural Basecoat 206,Architectural Trade,2,49.75,49.75,0.856,99.5,99.5,99.5,37.97,75.93,FY24,FY24 Q1
2023-04-01,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018690,DX-1102,Marine Clearcoat 265,Marine & Offshore,6,158.41,158.41,0.856,950.47,950.47,950.47,117.87,707.2,FY24,FY24 Q1
2023-04-01,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018690,MX-1008,Industrial Thinner 425,Industrial Protective,8,146.89,146.89,0.856,1175.15,1175.15,1175.15,116.21,929.68,FY24,FY24 Q1
2023-04-01,2023-04,C0395,Harlow Finishing Ltd,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-018692,ZN-1105,Marine Basecoat 606,Marine & Offshore,2,257.97,257.97,0.856,515.93,515.93,515.93,184.29,368.59,FY24,FY24 Q1
2023-04-01,2023-04,C0284,Selby Paint & Decorating,SME,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-015546,TG-1405,Specialty Topcoat 401,Specialty Resins & Additives,1,274.6,274.6,0.856,274.6,274.6,274.6,129.82,129.82,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005024,ZN-1107,Marine Basecoat 792,Marine & Offshore,2,153.04,153.04,0.856,306.08,306.08,306.08,92.6,185.19,FY24,FY24 Q1
2023-04-01,2023-04,C0088,Sandhurst Distribution,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),Standard,INV-008875,MX-1002,Industrial Intermediate 850,Industrial Protective,3,199.07,171.6,0.856,597.2,511.2,514.81,114.22,342.66,FY24,FY24 Q1
2023-04-01,2023-04,C0185,Ossett Paint & Decorating,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-013327,PR-1013,Industrial Sealer 927,Industrial Protective,1,188.99,162.91,0.856,188.99,161.77,162.91,100.52,100.52,FY24,FY24 Q1
2023-04-01,2023-04,C0106,Aalders Coatings Group,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-010545,MX-1010,Industrial Clearcoat 270,Industrial Protective,1,138.57,138.57,0.856,138.57,138.57,138.57,88.62,88.62,FY24,FY24 Q1
2023-04-01,2023-04,C0398,Vandermeer Finishing Ltd,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-018955,PR-1011,Industrial Primer 364,Industrial Protective,20,121.17,121.17,0.856,2423.41,2423.41,2423.41,90.65,1812.95,FY24,FY24 Q1
2023-04-01,2023-04,C0011,Tavistock Fabrications,Key Account,National Accounts,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-001326,TG-1405,Specialty Topcoat 401,Specialty Resins & Additives,8,225.61,225.61,0.856,1804.91,1804.91,1804.91,129.82,1038.52,FY24,FY24 Q1
2023-04-01,2023-04,C0398,Vandermeer Finishing Ltd,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-018955,MX-1008,Industrial Thinner 425,Industrial Protective,5,151.72,151.72,0.856,758.59,758.59,758.59,116.21,581.05,FY24,FY24 Q1
2023-04-01,2023-04,C0106,Aalders Coatings Group,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-010545,AC-1306,Powder Clearcoat 916,Powder Coatings,3,84.13,84.13,0.856,252.38,252.38,252.38,54.01,162.04,FY24,FY24 Q1
2023-04-01,2023-04,C0185,Ossett Paint & Decorating,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-013327,PR-1001,Industrial Finish 723,Industrial Protective,2,175.2,151.03,0.856,350.4,299.95,302.06,80.03,160.06,FY24,FY24 Q1
2023-04-01,2023-04,C0440,Harlow Coatings Group,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-023344,SI-1305,Powder Finish 204,Powder Coatings,3,87.58,75.5,0.856,262.75,224.92,226.5,56.45,169.35,FY24,FY24 Q1
2023-04-01,2023-04,C0071,Bellingham Industrial Supplies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-007824,PU-1201,Architectural Clearcoat 929,Architectural Trade,3,45.21,45.21,0.856,135.63,135.63,135.63,30.74,92.23,FY24,FY24 Q1
2023-04-01,2023-04,C0019,Orwell Steelworks,Key Account,Direct Sales,UK - North,GBP,Existing (pre-FY24),Standard,INV-003404,AC-1300,Powder Basecoat 659,Powder Coatings,38,131.81,131.81,0.856,5008.84,5008.84,5008.84,90.04,3421.58,FY24,FY24 Q1
2023-04-01,2023-04,C0071,Bellingham Industrial Supplies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-007824,PU-1213,Architectural Sealer 861,Architectural Trade,20,65.02,65.02,0.856,1300.36,1300.36,1300.36,44.82,896.48,FY24,FY24 Q1
2023-04-01,2023-04,C0390,Fairhurst Distribution,Distributor,Distributor,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-018230,DX-1104,Marine Hardener 415,Marine & Offshore,3,181.54,156.49,0.856,544.61,466.19,469.48,97.61,292.82,FY24,FY24 Q1
2023-04-01,2023-04,C0042,Ilkley Contracting,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005806,DX-1108,Marine Thinner 344,Marine & Offshore,2,312.28,312.28,0.856,624.56,624.56,624.56,170.76,341.52,FY24,FY24 Q1
2023-04-01,2023-04,C0019,Orwell Steelworks,Key Account,Direct Sales,UK - North,GBP,Existing (pre-FY24),Standard,INV-003404,AC-1312,Powder Basecoat 150,Powder Coatings,10,148.44,148.44,0.856,1484.41,1484.41,1484.41,108.59,1085.85,FY24,FY24 Q1
2023-04-01,2023-04,C0104,Wexford Engineering,Mid-Market,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-010337,SI-1313,Powder Thinner 115,Powder Coatings,15,98.73,98.73,0.856,1481.02,1481.02,1481.02,71.29,1069.29,FY24,FY24 Q1
2023-04-01,2023-04,C0185,Ossett Paint & Decorating,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-013327,PR-1005,Industrial Basecoat 645,Industrial Protective,5,163.42,140.88,0.856,817.12,699.46,704.39,79.21,396.07,FY24,FY24 Q1
2023-04-01,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022871,DX-1104,Marine Hardener 415,Marine & Offshore,2,171.87,148.16,0.856,343.74,294.24,296.32,97.61,195.21,FY24,FY24 Q1
2023-04-01,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022871,ZN-1105,Marine Basecoat 606,Marine & Offshore,8,289.61,249.66,0.856,2316.92,1983.28,1997.28,184.29,1474.36,FY24,FY24 Q1
2023-04-01,2023-04,C0443,Stanmore Trade Centre,Distributor,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-023728,TG-1403,Specialty Hardener 394,Specialty Resins & Additives,19,392.79,338.6,0.856,7462.99,6388.32,6433.4,228.48,4341.16,FY24,FY24 Q1
2023-04-01,2023-04,C0104,Wexford Engineering,Mid-Market,E-commerce,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-010337,SI-1303,Powder Sealer 169,Powder Coatings,19,90.74,90.74,0.856,1724.01,1724.01,1724.01,62.33,1184.21,FY24,FY24 Q1
2023-04-01,2023-04,C0390,Fairhurst Distribution,Distributor,Distributor,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-018230,PR-1001,Industrial Finish 723,Industrial Protective,17,143.73,123.9,0.856,2443.38,2091.53,2106.29,80.03,1360.55,FY24,FY24 Q1
2023-04-01,2023-04,C0094,Pentland Engineering,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-009542,MX-1012,Industrial Etch Primer 949,Industrial Protective,6,99.17,99.17,0.856,594.99,594.99,594.99,66.61,399.66,FY24,FY24 Q1
2023-04-01,2023-04,C0398,Vandermeer Finishing Ltd,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-018955,EP-1204,Architectural Basecoat 436,Architectural Trade,6,47.62,47.62,0.856,285.7,285.7,285.7,39.69,238.16,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005032,SI-1313,Powder Thinner 115,Powder Coatings,1,92.81,92.81,0.856,92.81,92.81,92.81,71.29,71.29,FY24,FY24 Q1
2023-04-01,2023-04,C0154,Corby Fabrications,SME,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-012680,EP-1200,Architectural Thinner 140,Architectural Trade,1,61.4,52.93,0.856,61.4,52.56,52.93,31.22,31.22,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005032,ZN-1107,Marine Basecoat 792,Marine & Offshore,2,154.36,154.36,0.856,308.73,308.73,308.73,92.6,185.19,FY24,FY24 Q1
2023-04-01,2023-04,C0154,Corby Fabrications,SME,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),Standard,INV-012680,EP-1204,Architectural Basecoat 436,Architectural Trade,1,66.99,57.75,0.856,66.99,57.34,57.75,39.69,39.69,FY24,FY24 Q1
2023-04-01,2023-04,C0088,Sandhurst Distribution,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),Standard,INV-008875,PR-1013,Industrial Sealer 927,Industrial Protective,8,178.15,153.57,0.856,1425.17,1219.95,1228.56,100.52,804.12,FY24,FY24 Q1
2023-04-01,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022871,DX-1108,Marine Thinner 344,Marine & Offshore,1,303.49,261.62,0.856,303.49,259.79,261.62,170.76,170.76,FY24,FY24 Q1
2023-04-01,2023-04,C0088,Sandhurst Distribution,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),Standard,INV-008875,MX-1004,Industrial Sealer 279,Industrial Protective,8,139.33,120.11,0.856,1114.63,954.12,960.85,77.74,621.92,FY24,FY24 Q1
2023-04-01,2023-04,C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-005032,ZN-1103,Marine Topcoat 913,Marine & Offshore,1,266.61,266.61,0.856,266.61,266.61,266.61,173.06,173.06,FY24,FY24 Q1
2023-04-01,2023-04,C0088,Sandhurst Distribution,Mid-Market,Direct Sales,Ireland,EUR,Existing (pre-FY24),Standard,INV-008875,MX-1010,Industrial Clearcoat 270,Industrial Protective,3,161.25,139.0,0.856,483.74,414.08,417.0,88.62,265.85,FY24,FY24 Q1
2023-04-02,2023-04,C0402,Marlowe Engineering,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-019517,PU-1203,Architectural Basecoat 206,Architectural Trade,17,45.69,45.69,0.856,776.68,776.68,776.68,37.97,645.42,FY24,FY24 Q1
2023-04-02,2023-04,C0402,Marlowe Engineering,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-019517,PU-1205,Architectural Finish 184,Architectural Trade,9,43.96,43.96,0.856,395.68,395.68,395.68,33.84,304.52,FY24,FY24 Q1
2023-04-02,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022872,DX-1104,Marine Hardener 415,Marine & Offshore,1,163.21,140.69,0.856,163.21,139.71,140.69,97.61,97.61,FY24,FY24 Q1
2023-04-02,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022872,DX-1108,Marine Thinner 344,Marine & Offshore,1,294.72,254.06,0.856,294.72,252.28,254.06,170.76,170.76,FY24,FY24 Q1
2023-04-02,2023-04,C0050,Nystrom Builders Merchants,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),Standard,INV-006549,PR-1013,Industrial Sealer 927,Industrial Protective,4,158.05,158.05,0.856,632.21,632.21,632.21,100.52,402.06,FY24,FY24 Q1
2023-04-02,2023-04,C0436,Ashgrove Marine Services,Distributor,Distributor,Ireland,EUR,Existing (pre-FY24),Standard,INV-022872,ZN-1105,Marine Basecoat 606,Marine & Offshore,14,295.49,254.73,0.856,4136.92,3541.2,3566.19,184.29,2580.13,FY24,FY24 Q1
2023-04-02,2023-04,C0226,Fairhurst Engineering,SME,E-commerce,EU - Nordics,EUR,Existing (pre-FY24),Standard,INV-014201,AC-1300,Powder Basecoat 659,Powder Coatings,1,175.82,151.56,0.856,175.82,150.5,151.56,90.04,90.04,FY24,FY24 Q1
2023-04-02,2023-04,C0018,Redmayne Builders Merchants,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-002997,PU-1203,Architectural Basecoat 206,Architectural Trade,2,50.75,50.75,0.856,101.51,101.51,101.51,37.97,75.93,FY24,FY24 Q1
2023-04-02,2023-04,C0402,Marlowe Engineering,Distributor,Distributor,UK - North,GBP,Existing (pre-FY24),Standard,INV-019517,PU-1207,Architectural Intermediate 132,Architectural Trade,1,41.94,41.94,0.856,41.94,41.94,41.94,35.04,35.04,FY24,FY24 Q1
2023-04-02,2023-04,C0127,Elmsworth Marine Services,SME,E-commerce,UK - North,GBP,Existing (pre-FY24),Standard,INV-012162,PR-1001,Industrial Finish 723,Industrial Protective,1,144.8,144.8,0.856,144.8,144.8,144.8,80.03,80.03,FY24,FY24 Q1
2023-04-02,2023-04,C0105,Pentland Paint & Decorating,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-010412,PR-1005,Industrial Basecoat 645,Industrial Protective,7,122.66,122.66,0.856,858.64,858.64,858.64,79.21,554.5,FY24,FY24 Q1
2023-04-02,2023-04,C0404,Dunmore Paint & Decorating,Distributor,Distributor,UK - South,GBP,Existing (pre-FY24),Standard,INV-019689,EP-1206,Architectural Primer 286,Architectural Trade,14,58.94,58.94,0.856,825.1,825.1,825.1,43.78,612.97,FY24,FY24 Q1
2023-04-02,2023-04,C0417,Elmsworth Engineering,Distributor,Distributor,UK - Midlands,GBP,Existing (pre-FY24),Standard,INV-021071,PU-1209,Architectural Topcoat 701,Architectural Trade,3,66.29,66.29,0.856,198.86,198.86,198.86,49.78,149.35,FY24,FY24 Q1
2023-04-02,2023-04,C0297,Brackley Industrial Supplies,SME,Direct Sales,UK - South,GBP,Existing (pre-FY24),Standard,INV-015808,PR-1011,Industrial Primer 364,Industrial Protective,3,150.18,150.18,0.856,450.54,450.54,450.54,90.65,271.94,FY24,FY24 Q1
2023-04-02,2023-04,C0127,Elmsworth Marine Services,SME,E-commerce,UK - North,GBP,Existing (pre-FY24),Standard,INV-012162,PU-1209,Architectural Topcoat 701,Architectural Trade,1,80.01,80.01,0.856,80.01,80.01,80.01,49.78,49.78,FY24,FY24 Q1
2023-04-02,2023-04,C0211,Latimer Marine Services,SME,Trade Counter,Ireland,EUR,Existing (pre-FY24),Standard,INV-013916,AC-1312,Powder Basecoat 150,Powder Coatings,1,203.6,175.51,0.856,203.6,174.28,175.51,108.59,108.59,FY24,FY24 Q1
2023-04-02,2023-04,C0211,Latimer Marine Services,SME,Trade Counter,Ireland,EUR,Existing (pre-FY24),Standard,INV-013916,EP-1202,Architectural Clearcoat 145,Architectural Trade,1,74.24,64.0,0.856,74.24,63.55,64.0,41.5,41.5,FY24,FY24 Q1
