site_id,name,town,x,y,fmt,sqft,opened_month,attract,true_visits,revenue
S035,Pentworth Station,Pentworth,137.46663118508468,24.9613646173546,Retail Park,1819,50,1.7787624553036085,184329.0,1168400.0
S036,Cotterill The Parade,Cotterill,14.518460927358218,148.11788151634659,High Street,1677,23,1.3289027019318806,99471.0,602300.0
S037,Quarrydale Westway,Quarrydale,125.15884256539243,112.97065131119524,Retail Park,2254,83,2.001403344035937,191505.0,1210000.0
S038,Stanbury Station 2,Stanbury,191.05553319657653,98.20208398237727,High Street,2015,81,1.4701148948073974,172838.0,1580300.0
S039,Wrenfield Northgate 2,Wrenfield,120.78951055407383,66.98502849232018,Transport Hub,1310,87,0.997694697034339,137793.0,814300.0
S040,Cotterill The Parade 2,Cotterill,9.136760422002787,152.39741111830602,High Street,1612,4,1.3003215814809406,177282.0,660900.0
S041,Halewood Northgate 2,Halewood,42.42665577310307,104.95399089021296,High Street,1766,46,1.3672404059791956,133271.0,677800.0
S042,Halewood Station 2,Halewood,44.36792948794402,107.42047485894513,High Street,2291,72,1.5776613967217394,408686.0,1767500.0
S043,Ashcombe Westway 2,Ashcombe,154.20473421271205,148.58144928381753,Transport Hub,2362,81,1.3797563216209714,366656.0,2410500.0
S044,Halewood Retail Park,Halewood,47.789747640364276,105.5284018177443,High Street,1603,10,1.2963236290048132,100666.0,730400.0
S045,Stanbury Market Square,Stanbury,184.42627605027428,97.11545165491466,Transport Hub,1012,76,0.8656607630382084,210761.0,1628600.0
S046,Tarnbrook Market Square,Tarnbrook,90.34119912494042,128.97525822594596,High Street,2896,77,1.7946890235313784,147113.0,963100.0
S047,Tarnbrook Westway,Tarnbrook,98.18533274386536,134.66750802627507,High Street,1925,29,1.4336294163664776,206707.0,935900.0
S048,Tarnbrook Station,Tarnbrook,92.21297437226782,131.9095585262841,Retail Park,1940,69,1.8428963976261705,240873.0,1446800.0
S049,Oakmere Northgate,Oakmere,30.60838385745564,56.1999737420635,High Street,1860,59,1.406799221520875,157058.0,891800.0
S050,Halewood Riverside 2,Halewood,39.55476487014515,109.00045479889573,Transport Hub,1680,7,1.1439803275861051,124537.0,1050700.0
S051,Quarrydale Market Square 2,Quarrydale,122.60553266397918,117.02671679968181,High Street,2769,2,1.7509656474682256,128791.0,437100.0
S052,Ashcombe High Street 2,Ashcombe,151.42074553170553,150.25449704504427,High Street,1026,6,1.0142173798177765,229119.0,843700.0
S053,Netherby Station,Netherby,54.382291478251545,22.69396329247834,High Street,1923,78,1.4328100079556687,327784.0,2011100.0
S054,Wrenfield Northgate 3,Wrenfield,116.37145794583483,67.0988308308161,High Street,1408,32,1.2070672313370265,144712.0,792800.0
S055,Elmsford The Parade,Elmsford,80.3320285415683,100.28173577349439,High Street,1283,68,1.146897645084214,40690.0,216600.0
S056,Halewood Riverside 3,Halewood,41.15587504575788,108.14279164268399,Retail Park,2058,4,1.9037281132466612,323171.0,1938600.0
S057,Ashcombe High Street 3,Ashcombe,155.8161391355178,147.0876324740138,High Street,2094,4,1.501540921545744,189981.0,1332400.0
S058,Elmsford High Street,Elmsford,82.50564023345888,88.672547726525,High Street,1389,58,1.1980811497353074,56792.0,348900.0
S059,Ashcombe Riverside,Ashcombe,155.54227541380274,148.1751383942724,High Street,1752,71,1.3612683778400043,180169.0,637500.0
S060,Elmsford High Street 2,Elmsford,91.88882683867791,93.03433228790496,High Street,700,64,0.8218715024770431,104934.0,527600.0
S061,Stanbury Station 3,Stanbury,184.0557166751166,95.31837289036945,High Street,1931,61,1.436085345839047,248526.0,1268900.0
S062,Ledbury Cross Westway,Ledbury Cross,72.80874309366533,166.57954650454687,High Street,1575,55,1.2838205022663016,140522.0,687300.0
S063,Marlcombe Riverside 2,Marlcombe,195.50344842704968,159.85807823147084,High Street,700,3,0.8218715024770431,39085.0,223700.0
S064,Tarnbrook Retail Park 3,Tarnbrook,93.67468999191757,133.65714249274419,Retail Park,1915,29,1.8297965217660612,276814.0,1392300.0
S065,Ashcombe The Parade,Ashcombe,147.14095297365176,149.1079547038282,High Street,1855,41,1.4047180167667563,247792.0,952000.0
S066,Tarnbrook High Street 3,Tarnbrook,93.397436633386,129.33189416312572,High Street,2453,76,1.638074506896166,186771.0,1125200.0
S067,Elmsford Station,Elmsford,87.19229540387376,95.87049706857913,Retail Park,2410,40,2.0764397926915388,458116.0,1646400.0
S068,Quarrydale Northgate,Quarrydale,120.8098473255503,114.26771962690754,Retail Park,1249,31,1.4465029069274584,212229.0,1207000.0
S069,Tarnbrook The Parade,Tarnbrook,91.72985847326444,132.57621509399848,High Street,2469,53,1.6439424101527054,233917.0,1328300.0
S070,Ravensmoor Station,Ravensmoor,162.8539391566033,47.913456117293194,High Street,1570,77,1.2815773073148993,57800.0,290500.0
S071,Halewood Westway 2,Halewood,47.69875771639725,108.532983638658,Retail Park,2615,73,2.1717978602680073,329742.0,2060700.0
S072,Tarnbrook High Street 4,Tarnbrook,93.04878207596013,133.94861793010213,High Street,2224,55,1.552115838234724,163918.0,1073300.0
S073,Elmsford Retail Park,Elmsford,84.45281543148117,92.28268639321784,Retail Park,1937,77,1.8413284399712064,237639.0,1365500.0
S074,Elmsford High Street 3,Elmsford,87.42014295772871,98.1491186654415,High Street,1287,77,1.1488628886713332,126929.0,739100.0
S075,Marlcombe Westway,Marlcombe,200.6954238530974,157.6327266616572,Retail Park,700,80,1.0519955231706153,113110.0,581500.0
S076,Tarnbrook High Street 5,Tarnbrook,92.93484908187024,130.83158378786098,High Street,1775,85,1.3710683214152504,170981.0,1312300.0
S077,Quarrydale Retail Park,Quarrydale,119.10786482374604,116.17336720465909,Retail Park,2062,35,1.90576230760651,147752.0,723900.0
S078,Wrenfield High Street,Wrenfield,116.23881093632582,65.71811371627729,Retail Park,2015,52,1.8817470653534687,364451.0,1906700.0
S079,Ashcombe High Street 4,Ashcombe,148.85458085829447,143.65886098935138,High Street,2595,29,1.6895675086454902,97708.0,469700.0
S080,Wrenfield High Street 2,Wrenfield,118.89621907491679,68.73576173200065,High Street,2169,79,1.5308856551648122,303492.0,964000.0
S081,Tarnbrook Westway 2,Tarnbrook,95.819622041087,132.57888246476122,High Street,829,19,0.901996789610696,366861.0,1870600.0
S082,Ashcombe High Street 5,Ashcombe,148.7231190722449,146.53676211617423,High Street,1656,28,1.319724207134724,220025.0,1319200.0
S083,Oakmere Market Square 2,Oakmere,25.07200581506832,50.53052582953559,Retail Park,1579,25,1.6455843224029054,118169.0,796300.0
S084,Stanbury Northgate,Stanbury,180.82995282502188,96.38307060940872,High Street,1556,2,1.2752791988982481,77208.0,453500.0
