site_id,name,town,x,y,fmt,sqft,opened_month,brand,attract
C026,Cobb Street Co Halewood,Halewood,37.31116617243029,110.49344515405116,High Street,1336,95,Cobb Street Co,1.0789004626310612
C027,Pennington's Oakmere,Oakmere,29.262010298033683,48.75608422318111,Retail Park,2093,71,Pennington's,1.7677501085316971
C028,Cobb Street Co Wrenfield,Wrenfield,116.8163898919681,69.70890462638602,Transport Hub,1268,28,Cobb Street Co,0.9015750155596913
C029,The Daily Loaf Stanbury,Stanbury,184.97072584610018,86.69132184330677,Retail Park,2768,29,The Daily Loaf,2.061527555415918
C030,Marchetti Ashcombe,Ashcombe,143.20385144548703,147.17483863593338,Retail Park,1888,69,Marchetti,1.670316962361001
C031,Pennington's Ledbury Cross,Ledbury Cross,72.83527439606891,167.62958889469618,Transport Hub,1759,17,Pennington's,1.07940019028684
C032,Pennington's Oakmere,Oakmere,28.121927166190478,51.91638514408676,High Street,1253,82,Pennington's,1.0415039380175974
C033,Pennington's Ashcombe,Ashcombe,150.9999159482478,151.86567207209237,Transport Hub,1131,74,Pennington's,0.8466242644500859
C034,Cobb Street Co Wrenfield,Wrenfield,115.61640037788912,76.26768535572546,High Street,1381,49,Cobb Street Co,1.098738520296495
C035,Fold & Crumb Tarnbrook,Tarnbrook,100.5667273270144,132.1427365403892,Retail Park,1828,47,Fold & Crumb,1.6409097754629212
C036,Cobb Street Co Pentworth,Pentworth,140.367070748767,30.550749299884526,High Street,1966,82,Cobb Street Co,1.3343162028281088
C037,Marchetti Ledbury Cross,Ledbury Cross,72.28093200589998,171.7904755545952,Transport Hub,1667,17,Marchetti,1.047974845682174
C038,Fold & Crumb Cotterill,Cotterill,14.910490819070066,158.41984156127955,Retail Park,1530,11,Fold & Crumb,1.4879148695716027
C039,Pennington's Stanbury,Stanbury,190.08447247140472,89.84689463237251,High Street,2067,56,Pennington's,1.3715924614864508
C040,The Daily Loaf Tarnbrook,Tarnbrook,91.87589944164876,135.94052459269065,High Street,1465,52,The Daily Loaf,1.1350069501773787
C041,Pennington's Pentworth,Pentworth,136.60521158460043,22.00441305637911,High Street,1963,95,Pennington's,1.333195969770995
C042,Pennington's Ashcombe,Ashcombe,153.1783106624205,150.10347550340995,High Street,1320,10,Pennington's,1.0717746716410674
C043,The Daily Loaf Ravensmoor,Ravensmoor,164.72490131221656,49.01943486108907,Retail Park,1346,93,The Daily Loaf,1.3866682759772
C044,Cobb Street Co Tarnbrook,Tarnbrook,101.04570034778023,130.7335936974923,Retail Park,1031,80,Cobb Street Co,1.1975400947179973
C045,Marchetti Ashcombe,Ashcombe,146.4041755061575,142.31521310818226,Retail Park,1820,6,Marchetti,1.6369562046189556
C046,Pennington's Halewood,Halewood,39.5114305472777,101.59031923468027,Transport Hub,1603,57,Pennington's,1.0256512552686081
C047,Fold & Crumb Ledbury Cross,Ledbury Cross,73.33227969363381,167.79824687555057,High Street,2415,37,Fold & Crumb,1.4941432997851736
C048,The Daily Loaf Ashcombe,Ashcombe,148.61289250342065,143.86901771316755,High Street,1719,10,The Daily Loaf,1.2393374106849862
C049,The Daily Loaf Ravensmoor,Ravensmoor,165.8772497214364,52.126757764716885,High Street,2253,6,The Daily Loaf,1.43815760705114
C050,The Daily Loaf Quarrydale,Quarrydale,114.99027376598414,110.37113106325366,High Street,2372,49,The Daily Loaf,1.479452083953979
C051,Cobb Street Co Pentworth,Pentworth,138.55206421146838,19.983263428973665,High Street,2118,65,Cobb Street Co,1.390103391860103
C052,Cobb Street Co Elmsford,Elmsford,83.28853045809555,89.09769452453916,High Street,2236,29,Cobb Street Co,1.432179051193831
C053,Fold & Crumb Elmsford,Elmsford,87.61854305090395,96.39509486404204,High Street,1903,60,Fold & Crumb,1.3106271519950787
C054,Marchetti Tarnbrook,Tarnbrook,98.22556644201154,130.79103494885308,High Street,1056,41,Marchetti,0.9479883109422639
C055,Marchetti Elmsford,Elmsford,99.84336589253515,87.0466222319302,Retail Park,1628,58,Marchetti,1.5395993437213333
C056,Fold & Crumb Elmsford,Elmsford,91.21186792371051,95.86635243736269,High Street,1471,64,Fold & Crumb,1.137561269798573
C057,Marchetti Ashcombe,Ashcombe,150.98659517402598,150.6074141140308,High Street,1640,16,Marchetti,1.2076801936065948
C058,Cobb Street Co Wrenfield,Wrenfield,115.19220867754846,65.40029789624235,High Street,1780,68,Cobb Street Co,1.2633358739016471
C059,Pennington's Tarnbrook,Tarnbrook,91.97469364756316,138.97337654287452,High Street,1989,53,Pennington's,1.3428792340726006
C060,Fold & Crumb Oakmere,Oakmere,29.33547856965552,50.78730182606289,High Street,1540,50,Fold & Crumb,1.16660604855389
C061,The Daily Loaf Pentworth,Pentworth,135.91236284678502,21.796601718260014,Retail Park,2583,31,The Daily Loaf,1.9845690786983468
C062,Cobb Street Co Halewood,Halewood,43.72984887531366,100.90321599671243,High Street,1613,63,Cobb Street Co,1.1967039634677548
C063,The Daily Loaf Tarnbrook,Tarnbrook,94.74274807476971,138.13240059238632,Transport Hub,1722,39,The Daily Loaf,1.066852819966358
C064,Marchetti Halewood,Halewood,48.43773575398182,93.68073837405024,High Street,2087,26,Marchetti,1.3788758786274624
C065,Pennington's Ashcombe,Ashcombe,157.64216210109328,145.49890379834724,High Street,2331,41,Pennington's,1.4653321481973796
C066,Marchetti Halewood,Halewood,41.29179530819677,98.5086846681191,Retail Park,2252,66,Marchetti,1.840392307780656
C067,Marchetti Tarnbrook,Tarnbrook,90.00448903527486,131.0955109007656,High Street,2121,65,Marchetti,1.391185988701889
C068,The Daily Loaf Ashcombe,Ashcombe,156.52263269279308,125.75650311075545,High Street,997,68,The Daily Loaf,0.9184809738615218
C069,Marchetti Halewood,Halewood,38.60996869791082,103.1004404839376,Retail Park,1588,3,Marchetti,1.5186775428334123
C070,Pennington's Oakmere,Oakmere,39.70178451119063,56.258718648014536,Retail Park,1804,79,Pennington's,1.6290255287066893
C071,Marchetti Tarnbrook,Tarnbrook,85.08694456529953,134.467692176947,Transport Hub,1066,18,Marchetti,0.819507138928027
C072,Fold & Crumb Halewood,Halewood,40.333039400101306,98.92958038564555,High Street,1313,55,Fold & Crumb,1.06864492269308
C073,The Daily Loaf Stanbury,Stanbury,180.78715166112065,92.61784998062329,High Street,1620,68,The Daily Loaf,1.1995575412124242
C074,Marchetti Elmsford,Elmsford,83.60288449398138,91.82515635108584,High Street,2866,66,Marchetti,1.6416846204883757
C075,Marchetti Ashcombe,Ashcombe,162.48957239911218,148.04180834324595,Retail Park,1908,43,Marchetti,1.680025604641104
C076,Fold & Crumb Elmsford,Elmsford,87.22294760923343,88.81425210136807,Transport Hub,2048,9,Fold & Crumb,1.1735936536897493
C077,Pennington's Cotterill,Cotterill,16.47615760354009,156.8895310966579,High Street,1833,92,Pennington's,1.2838881282394956
C078,Pennington's Tarnbrook,Tarnbrook,92.56331329408061,134.073666951704,Retail Park,1859,58,Pennington's,1.6561568353227163
C079,Cobb Street Co Elmsford,Elmsford,80.23390095811816,96.9873155736573,High Street,1108,10,Cobb Street Co,0.9733851034170007
C080,The Daily Loaf Netherby,Netherby,61.65891663004822,23.127376942102313,High Street,2042,52,The Daily Loaf,1.3624434429323826
C081,Cobb Street Co Stanbury,Stanbury,179.79721865260385,106.11219327025093,Retail Park,1954,71,Cobb Street Co,1.7021832188130799
C082,The Daily Loaf Stanbury,Stanbury,181.60621939028405,94.87708445224312,High Street,2518,60,The Daily Loaf,1.5288626694094918
C083,Marchetti Ashcombe,Ashcombe,149.21786721630824,145.7662176225865,High Street,1663,28,Marchetti,1.2169663348033473
C084,Marchetti Stanbury,Stanbury,188.1001518376682,90.74192450008096,High Street,1148,48,Marchetti,0.9925579352312184
C085,Marchetti Elmsford,Elmsford,96.98001362581002,93.76895032815474,High Street,848,31,Marchetti,0.8402442440410595
C086,Pennington's Pentworth,Pentworth,135.26488587909097,31.607278688471744,High Street,949,42,Pennington's,0.8938903403404582
C087,Pennington's Halewood,Halewood,52.54656952379918,111.30051587882598,High Street,1794,94,Pennington's,1.2687912315598497
C088,Marchetti Halewood,Halewood,39.729399671903806,115.24586636436916,Retail Park,890,56,Marchetti,1.1044913033930526
C089,Cobb Street Co Quarrydale,Quarrydale,117.25839837599369,119.3458218200966,High Street,2010,1,Cobb Street Co,1.3506588199666922
C090,Marchetti Tarnbrook,Tarnbrook,90.42774852905497,136.66569254644216,Retail Park,1612,44,Marchetti,1.5312586943519557
C091,Cobb Street Co Pentworth,Pentworth,130.64295297564058,16.854594817229096,High Street,1302,79,Cobb Street Co,1.0637115346849046
C092,Pennington's Ashcombe,Ashcombe,146.73538383166715,141.9674355504236,High Street,1744,19,Pennington's,1.2492184553822747
C093,The Daily Loaf Elmsford,Elmsford,95.84537998345832,90.7674356274678,Transport Hub,1704,1,The Daily Loaf,1.0607048467959241
C094,Pennington's Wrenfield,Wrenfield,100.09828719330932,67.89437279606665,Retail Park,1890,89,Pennington's,1.6712899024856256
C095,Pennington's Tarnbrook,Tarnbrook,90.91687753882229,130.0429447360782,Retail Park,1162,48,Pennington's,1.2789723848107022
C096,Fold & Crumb Quarrydale,Quarrydale,123.17590490619789,116.79141091114019,Retail Park,1825,86,Fold & Crumb,1.6394281005808513
C097,The Daily Loaf Ledbury Cross,Ledbury Cross,64.59941774583848,175.2304719894101,High Street,1321,33,The Daily Loaf,1.0722211683284169
C098,Cobb Street Co Halewood,Halewood,46.363237948227436,113.44233984239507,High Street,2107,27,Cobb Street Co,1.3861279537271753
C099,Cobb Street Co Ashcombe,Ashcombe,151.89232684157022,147.19059036447797,High Street,1698,40,Cobb Street Co,1.2309872496113625
C100,Cobb Street Co Ashcombe,Ashcombe,153.030624234542,142.78589399835064,High Street,2321,44,Cobb Street Co,1.461871349286645
C101,Fold & Crumb Wrenfield,Wrenfield,105.88747474852848,65.98345404300244,High Street,1517,12,Fold & Crumb,1.1569907764916871
C102,Marchetti Oakmere,Oakmere,33.85348982531142,54.4157964402301,High Street,2019,56,Marchetti,1.353981725459849
C103,The Daily Loaf Oakmere,Oakmere,33.14960513327293,45.6741591877189,High Street,1883,82,The Daily Loaf,1.3030332663267146
C104,Marchetti Ledbury Cross,Ledbury Cross,70.27282705411758,170.21383963957683,Transport Hub,2066,62,Marchetti,1.179255615634568
C105,Pennington's Quarrydale,Quarrydale,123.10635692812089,116.4643855091996,Transport Hub,1363,13,Pennington's,0.9381213055900581
C106,Cobb Street Co Ravensmoor,Ravensmoor,171.71200044293346,50.39581639385679,High Street,1323,78,Cobb Street Co,1.0731137056488844
C107,Marchetti Pentworth,Pentworth,137.0888546505082,20.69568424299633,Retail Park,2421,16,Marchetti,1.9151153233085227
C108,Pennington's Tarnbrook,Tarnbrook,94.14792744858195,129.6777951994065,High Street,1537,66,Pennington's,1.1653555651242655
C109,Pennington's Tarnbrook,Tarnbrook,100.87562378935775,138.80885272961123,High Street,1214,34,Pennington's,1.0235477431842317
C110,Marchetti Marlcombe,Marlcombe,202.12427400359854,170.1557643071837,High Street,1551,30,Marchetti,1.1711818033743944
C111,Marchetti Halewood,Halewood,32.23343512396299,98.89044555559904,High Street,1738,55,Marchetti,1.246852849124004
C112,Pennington's Ledbury Cross,Ledbury Cross,69.88447648638402,175.09809789680727,High Street,1397,31,Pennington's,1.1057217456241846
C113,Cobb Street Co Ravensmoor,Ravensmoor,158.1936955633976,50.58970363799473,High Street,1783,84,Cobb Street Co,1.264506499948334
C114,Cobb Street Co Stanbury,Stanbury,191.71268068817918,105.05543336802201,Retail Park,980,72,Cobb Street Co,1.1645875383190585
C115,Cobb Street Co Quarrydale,Quarrydale,124.41698562528808,112.23463920431813,High Street,945,75,Cobb Street Co,0.8918161279306611
C116,Fold & Crumb Ledbury Cross,Ledbury Cross,77.63572635308842,168.08811056856015,Transport Hub,1735,63,Fold & Crumb,1.0712750544371656
C117,The Daily Loaf Ledbury Cross,Ledbury Cross,71.34713881889293,162.6903631797548,High Street,3123,64,The Daily Loaf,1.7210853927982934
C118,The Daily Loaf Oakmere,Oakmere,29.54206565493602,54.433117732158465,High Street,2814,19,The Daily Loaf,1.625234671103076
C119,Fold & Crumb Ashcombe,Ashcombe,156.68982625442362,138.8898308156951,Transport Hub,700,57,Fold & Crumb,0.6502647327598364
C120,The Daily Loaf Quarrydale,Quarrydale,121.19114003826739,107.01866855961832,Retail Park,1315,54,The Daily Loaf,1.3690110735880465
C121,Fold & Crumb Tarnbrook,Tarnbrook,89.64292149976363,138.85120768085972,Retail Park,2021,86,Fold & Crumb,1.7340406311581695
C122,Pennington's Halewood,Halewood,43.90386333188045,106.27207655473613,Retail Park,2174,20,Pennington's,1.805055434191938
C123,Cobb Street Co Halewood,Halewood,38.26874651511009,111.80491971366118,High Street,1699,63,Cobb Street Co,1.2313859264656837
C124,The Daily Loaf Ashcombe,Ashcombe,150.34058908263768,142.34981379519047,Retail Park,1674,88,The Daily Loaf,1.5633754811170788
C125,Pennington's Marlcombe,Marlcombe,199.72835379386694,156.69469735304685,Retail Park,1746,85,Pennington's,1.6000079061416377
C126,Pennington's Oakmere,Oakmere,26.42605366244517,58.35551520255727,High Street,2044,20,Pennington's,1.363177212606417
C127,Marchetti Ravensmoor,Ravensmoor,166.44050319844777,50.00259589281789,Transport Hub,2007,60,Marchetti,1.1606127399178663
C128,The Daily Loaf Tarnbrook,Tarnbrook,103.76615236289598,130.79716624854504,High Street,1764,58,The Daily Loaf,1.257077481510214
C129,Cobb Street Co Tarnbrook,Tarnbrook,97.12107853081991,134.89935103446712,Retail Park,1014,27,Cobb Street Co,1.1866391489447081
C130,The Daily Loaf Oakmere,Oakmere,33.023545228896744,54.05043356651913,High Street,2784,75,The Daily Loaf,1.615682066023411
C131,Pennington's Tarnbrook,Tarnbrook,90.07620000581747,129.35677205974554,Retail Park,2166,54,Pennington's,1.8013991179326523
C132,Fold & Crumb Halewood,Halewood,39.88299305327482,111.32959285914629,High Street,1031,33,Fold & Crumb,0.9355781989984353
C133,Fold & Crumb Tarnbrook,Tarnbrook,96.39913059587981,139.46976845203622,Retail Park,1997,93,Fold & Crumb,1.722684446605752
C134,The Daily Loaf Ravensmoor,Ravensmoor,158.8268227476815,54.67795418714021,Retail Park,1441,30,The Daily Loaf,1.4396701046546363
C135,The Daily Loaf Halewood,Halewood,37.436438093278575,108.94465576463631,High Street,1525,47,The Daily Loaf,1.1603426118975078
C136,Pennington's Halewood,Halewood,40.82793909687414,104.70315819071287,High Street,1543,85,Pennington's,1.1678554362599975
C137,Pennington's Wrenfield,Wrenfield,116.47608173780587,71.58304985239197,High Street,1507,12,Pennington's,1.1527897760490877
C138,Pennington's Quarrydale,Quarrydale,132.83557892932402,117.79560727512444,High Street,1655,85,Pennington's,1.213742966695383
C139,Pennington's Pentworth,Pentworth,138.54843406870742,23.743722747373784,High Street,715,16,Pennington's,0.7649906909690701
C140,The Daily Loaf Netherby,Netherby,56.64636981395933,13.848069022057231,Retail Park,2189,16,The Daily Loaf,1.8118947468202105
C141,Marchetti Wrenfield,Wrenfield,121.61376468709298,63.96354050286239,High Street,1908,8,Marchetti,1.3125200036258624
C142,Pennington's Wrenfield,Wrenfield,112.33696510760862,62.11068022087113,High Street,1933,83,Pennington's,1.3219509676065657
C143,Cobb Street Co Quarrydale,Quarrydale,110.74023069417449,109.10992107222611,High Street,2209,37,Cobb Street Co,1.4226414924192403
C144,Cobb Street Co Tarnbrook,Tarnbrook,91.84905236871788,136.20816388333242,Retail Park,2146,27,Cobb Street Co,1.792231646658768
C145,Fold & Crumb Tarnbrook,Tarnbrook,92.66904999256296,130.19702304398666,High Street,1325,38,Fold & Crumb,1.0740056360072967
C146,The Daily Loaf Wrenfield,Wrenfield,119.55377444299253,71.26599926256247,High Street,2037,1,The Daily Loaf,1.3606076025325131
C147,The Daily Loaf Oakmere,Oakmere,28.907299416220177,50.56311711135058,Retail Park,1625,89,The Daily Loaf,1.5380382914304787
C148,The Daily Loaf Wrenfield,Wrenfield,127.03854506583758,65.77303270094957,High Street,2165,7,The Daily Loaf,1.406985665175229
C149,Cobb Street Co Stanbury,Stanbury,190.8775910776951,94.10570470221192,High Street,1152,30,Cobb Street Co,0.994458561042462
C150,Marchetti Ashcombe,Ashcombe,150.95904447319165,147.74399782744294,Retail Park,1071,30,Marchetti,1.222874829412747
C151,Pennington's Halewood,Halewood,46.270388420736516,113.38894231185279,High Street,2251,80,Pennington's,1.4374553036881677
C152,The Daily Loaf Ledbury Cross,Ledbury Cross,74.21557277642624,166.59904633243886,Transport Hub,1584,91,The Daily Loaf,1.0189470729366537
C153,Marchetti Wrenfield,Wrenfield,120.23503738978357,72.06551228682942,High Street,1553,53,Marchetti,1.1720121879231125
C154,The Daily Loaf Quarrydale,Quarrydale,113.84398282261175,107.15662021230374,High Street,1429,24,The Daily Loaf,1.1195810865588294
C155,The Daily Loaf Tarnbrook,Tarnbrook,102.4954044980226,141.106824466637,Transport Hub,1329,95,The Daily Loaf,0.9251774057847288
C156,Marchetti Wrenfield,Wrenfield,117.73764179765065,70.51943481232222,High Street,1562,30,Marchetti,1.175742977851215
C157,Cobb Street Co Ledbury Cross,Ledbury Cross,74.87044953671817,170.54550575277318,High Street,1520,24,Cobb Street Co,1.1582486447536986
C158,Marchetti Ravensmoor,Ravensmoor,166.70872606892868,48.443865333845515,High Street,2391,20,Marchetti,1.48595820450073
C159,Marchetti Elmsford,Elmsford,84.89739653156415,97.32085269409025,Retail Park,2258,24,Marchetti,1.8430875380452325
C160,Marchetti Ravensmoor,Ravensmoor,163.1507079388081,44.52132851068046,Retail Park,991,40,Marchetti,1.1717590243999179
C161,Cobb Street Co Marlcombe,Marlcombe,197.30444351043084,157.55485576696813,High Street,2190,11,Cobb Street Co,1.415898398416645
C162,Cobb Street Co Halewood,Halewood,54.3321303667791,110.10103723080951,High Street,1553,64,Cobb Street Co,1.1720121879231125
C163,The Daily Loaf Quarrydale,Quarrydale,126.67081098440005,113.99259769862512,High Street,1410,17,The Daily Loaf,1.1113691553123872
C164,Cobb Street Co Halewood,Halewood,58.70926521485734,107.98626949379036,High Street,2937,61,Cobb Street Co,1.6639297929631003
C165,Cobb Street Co Elmsford,Elmsford,92.7510748755458,94.87706471514596,High Street,1541,30,Cobb Street Co,1.167022632716868
C166,Marchetti Ashcombe,Ashcombe,154.27135557414744,156.11464096612423,Retail Park,1638,56,Marchetti,1.5447935255208611
C167,Fold & Crumb Ravensmoor,Ravensmoor,177.37660061857687,47.68387463087321,High Street,1495,91,Fold & Crumb,1.1477319812437117
C168,Pennington's Oakmere,Oakmere,32.68333743601615,48.98182732498452,Transport Hub,1339,48,Pennington's,0.9289997474835586
C169,Pennington's Elmsford,Elmsford,89.25704802900042,95.67419908377202,Transport Hub,1594,44,Pennington's,1.022480073298993
C170,Cobb Street Co Wrenfield,Wrenfield,118.69665135989419,61.28729330198283,High Street,1474,8,Cobb Street Co,1.1388366713296658
C171,Marchetti Tarnbrook,Tarnbrook,90.17680401950662,133.0996916730405,High Street,1943,14,Marchetti,1.3257079713993356
C172,Fold & Crumb Quarrydale,Quarrydale,127.12589901649677,116.48076589708367,Transport Hub,1348,50,Fold & Crumb,0.9324288862147961
C173,Cobb Street Co Stanbury,Stanbury,185.76935472768818,106.5042745325456,High Street,1445,48,Cobb Street Co,1.126458361985189
C174,Marchetti Ashcombe,Ashcombe,155.61874134975002,148.85858112266538,High Street,2105,69,Marchetti,1.3854041442619323
C175,Pennington's Cotterill,Cotterill,12.983501934576404,148.72054920372403,Retail Park,1748,41,Pennington's,1.6010156697941178
C176,Cobb Street Co Halewood,Halewood,47.310935617419624,103.02052719362887,Retail Park,1659,80,Cobb Street Co,1.5556550721044868
C177,Pennington's Tarnbrook,Tarnbrook,99.75322194547151,131.7532220116206,High Street,2046,55,Pennington's,1.3639106592630992
C178,The Daily Loaf Tarnbrook,Tarnbrook,89.7334449157144,137.26974971190953,Retail Park,1756,50,The Daily Loaf,1.6050415456057519
C179,Cobb Street Co Ledbury Cross,Ledbury Cross,76.0694565194572,160.53422877752848,Retail Park,1814,76,Cobb Street Co,1.633985892081674
C180,Pennington's Pentworth,Pentworth,147.0485949810832,12.110483544107906,Retail Park,848,45,Pennington's,1.0755126323725561
C181,Marchetti Oakmere,Oakmere,31.68844419572874,56.364766838073976,High Street,1935,79,Marchetti,1.322703066784089
C182,Cobb Street Co Quarrydale,Quarrydale,123.09711882678342,107.5634655716962,Retail Park,1533,18,Cobb Street Co,1.4895187763987547
C183,The Daily Loaf Wrenfield,Wrenfield,115.88784481949648,76.40583572542185,High Street,1374,44,The Daily Loaf,1.0956719167162534
C184,The Daily Loaf Stanbury,Stanbury,190.23532432937859,103.13839792031852,High Street,818,9,The Daily Loaf,0.8237627401482279
C185,Cobb Street Co Tarnbrook,Tarnbrook,96.21844967240399,133.51858561303717,Retail Park,1730,78,Cobb Street Co,1.5919270184238612
C186,Marchetti Ashcombe,Ashcombe,149.3299502877622,140.08798815436396,High Street,3128,59,Marchetti,1.7226003723636272
C187,Pennington's Cotterill,Cotterill,10.106376239410515,147.29757282831068,High Street,1145,40,Pennington's,0.9911305094848629
C188,Marchetti Ravensmoor,Ravensmoor,162.29066277391928,52.94609325248315,Retail Park,1766,49,Marchetti,1.610062302081101
C189,Cobb Street Co Stanbury,Stanbury,183.53051799747803,96.9518568957798,High Street,1461,35,Cobb Street Co,1.1333014543953006
C190,Marchetti Ashcombe,Ashcombe,160.67064712550422,145.74716978789718,High Street,2189,25,Marchetti,1.4155427709532895
C191,Pennington's Ravensmoor,Ravensmoor,163.6488168531011,44.320756741146376,Retail Park,1468,95,Pennington's,1.4544444124650857
C192,Marchetti Halewood,Halewood,44.5520009257789,111.60244212558243,High Street,2415,74,Marchetti,1.4941432997851736
C193,Marchetti Wrenfield,Wrenfield,113.55187199562025,64.32841162254431,High Street,788,88,Marchetti,0.8070068980676014
C194,Cobb Street Co Wrenfield,Wrenfield,114.18791481097894,66.9510338304377,High Street,1799,64,Cobb Street Co,1.2707349276584374
C195,Cobb Street Co Ledbury Cross,Ledbury Cross,63.815036352101586,169.34612869022496,High Street,1554,92,Cobb Street Co,1.1724271997333047
C196,The Daily Loaf Wrenfield,Wrenfield,109.31034694710367,79.94341544505102,Transport Hub,1588,37,The Daily Loaf,1.020361474091199
C197,Marchetti Tarnbrook,Tarnbrook,97.28612114530887,129.00530434560403,Retail Park,788,30,Marchetti,1.0329688295265298
C198,The Daily Loaf Quarrydale,Quarrydale,117.90033215049974,114.66137276989492,High Street,2699,94,The Daily Loaf,1.5883617271779837
C199,Fold & Crumb Marlcombe,Marlcombe,199.71779268554502,147.37656930978838,Retail Park,2636,84,Fold & Crumb,2.006863204191316
C200,Cobb Street Co Quarrydale,Quarrydale,111.99947294993929,113.04846618176138,High Street,1064,1,Cobb Street Co,0.9519315539057214
C201,Marchetti Ravensmoor,Ravensmoor,163.81511658758313,45.40272975036538,Retail Park,2324,83,Marchetti,1.8725251741108133
C202,The Daily Loaf Pentworth,Pentworth,139.30452798491876,25.891900720194315,High Street,1233,93,The Daily Loaf,1.032327554386951
C203,Marchetti Ravensmoor,Ravensmoor,162.22199429600246,54.38681187253215,High Street,1815,48,Marchetti,1.2769384772244297
C204,Fold & Crumb Wrenfield,Wrenfield,114.18286702003182,62.967770869139365,High Street,1894,12,Fold & Crumb,1.3072143702037309
C205,Fold & Crumb Oakmere,Oakmere,22.907898574479816,56.24431785310038,High Street,1736,33,Fold & Crumb,1.2460634973127227
C206,Fold & Crumb Tarnbrook,Tarnbrook,102.63589725256568,128.5567809059065,Retail Park,1942,44,Fold & Crumb,1.6964258088903765
C207,The Daily Loaf Pentworth,Pentworth,132.49904006179943,18.212133540097142,Retail Park,1670,73,The Daily Loaf,1.5613197598799193
C208,Marchetti Cotterill,Cotterill,12.078914388327998,152.48268099025503,High Street,701,44,Marchetti,0.7567156871373659
C209,Fold & Crumb Halewood,Halewood,34.1923696851089,102.93710070391333,High Street,700,4,Fold & Crumb,0.7561217822788797
C210,Cobb Street Co Quarrydale,Quarrydale,120.70275485859271,100.87700444054417,Retail Park,2263,43,Cobb Street Co,1.845331102333115
C211,Pennington's Tarnbrook,Tarnbrook,92.95099154314666,137.68489206047664,High Street,1402,19,Pennington's,1.1078966134354826
C212,Marchetti Quarrydale,Quarrydale,132.96752975428467,105.30631785216025,High Street,1928,31,Marchetti,1.3200691861365572
C213,The Daily Loaf Netherby,Netherby,54.77623583866597,16.255622907707732,High Street,1988,92,The Daily Loaf,1.342507857929198
