doc_id,name,category,folder,pages,uploaded_day,relevance,heat
D0122,Revenue by customer 33,Commercial & Customers,02 Commercial & Customers,18,13,1.302090116594549,1.0
D0123,Tender pipeline 22,Commercial & Customers,02 Commercial & Customers,27,7,1.7396254877828783,1.0
D0124,Tender pipeline 25,Commercial & Customers,02 Commercial & Customers,5,10,1.154086752840808,1.0
D0125,Framework agreement 33,Commercial & Customers,02 Commercial & Customers,18,10,0.7126995118504281,1.0
D0126,Distribution agreement 4,Commercial & Customers,02 Commercial & Customers,21,14,0.013445503696447533,1.0
D0127,Pricing schedule 33,Commercial & Customers,02 Commercial & Customers,21,6,0.4971841290720421,1.0
D0128,Revenue by customer 8,Commercial & Customers,02 Commercial & Customers,20,14,0.9211329307343069,1.0
D0129,Tender pipeline 29,Commercial & Customers,02 Commercial & Customers,23,15,0.6972311983735184,1.0
D0130,Pricing schedule 5,Commercial & Customers,02 Commercial & Customers,18,14,0.5665265827999937,1.0
D0131,Framework agreement 28,Commercial & Customers,02 Commercial & Customers,17,15,0.030354047611315483,1.0
D0132,Tender pipeline 8,Commercial & Customers,02 Commercial & Customers,13,9,0.022707539767719713,1.0
D0133,Subsidiary accounts 27,Legal & Corporate,03 Legal & Corporate,24,3,1.4873079054212217,1.0
D0134,Share register 34,Legal & Corporate,03 Legal & Corporate,21,6,0.8527091938894875,1.0
D0135,Share register 24,Legal & Corporate,03 Legal & Corporate,19,6,0.04120309806327377,1.0
D0136,Dispute correspondence 25,Legal & Corporate,03 Legal & Corporate,24,4,0.0099314659448381,1.0
D0137,Dispute correspondence 35,Legal & Corporate,03 Legal & Corporate,18,17,1.9271765275097854,1.0
D0138,Shareholder agreement 5,Legal & Corporate,03 Legal & Corporate,26,2,1.0430167194161928,1.0
D0139,Subsidiary accounts 36,Legal & Corporate,03 Legal & Corporate,22,15,0.8000132930304916,1.0
D0140,Property lease 28,Legal & Corporate,03 Legal & Corporate,24,15,1.8873197215861517,1.0
D0141,Subsidiary accounts 31,Legal & Corporate,03 Legal & Corporate,20,9,0.007924905138574937,1.0
D0142,Shareholder agreement 17,Legal & Corporate,03 Legal & Corporate,19,10,0.021213441180330975,1.0
D0143,IP register 15,Legal & Corporate,03 Legal & Corporate,19,11,0.5778997095326295,1.0
D0144,IP register 5,Legal & Corporate,03 Legal & Corporate,25,4,0.8934970962772321,1.0
D0145,Property lease 10,Legal & Corporate,03 Legal & Corporate,31,4,0.6320938531165976,1.0
D0146,Share register 14,Legal & Corporate,03 Legal & Corporate,15,11,0.5005781560036793,1.0
D0147,Dispute correspondence 27,Legal & Corporate,03 Legal & Corporate,26,6,0.024416164785368163,1.0
D0148,Shareholder agreement 13,Legal & Corporate,03 Legal & Corporate,20,14,0.016519100153724424,1.0
D0149,Board minutes 23,Legal & Corporate,03 Legal & Corporate,16,3,1.4643788264349884,1.0
D0150,Subsidiary accounts 20,Legal & Corporate,03 Legal & Corporate,19,10,1.056128707214336,1.0
D0151,Shareholder agreement 20,Legal & Corporate,03 Legal & Corporate,22,13,1.818415174328432,1.0
D0152,Board minutes 39,Legal & Corporate,03 Legal & Corporate,21,11,0.6113251496219535,1.0
D0153,Subsidiary accounts 9,Legal & Corporate,03 Legal & Corporate,19,15,2.8566629674369373,1.0
D0154,Shareholder agreement 5,Legal & Corporate,03 Legal & Corporate,16,0,0.037603393521677006,1.0
D0155,Board minutes 32,Legal & Corporate,03 Legal & Corporate,16,7,0.6060192779529923,1.0
D0156,Subsidiary accounts 8,Legal & Corporate,03 Legal & Corporate,23,2,1.3603636929354939,1.0
D0157,Share register 28,Legal & Corporate,03 Legal & Corporate,20,9,0.03279506754835678,1.0
D0158,Board minutes 29,Legal & Corporate,03 Legal & Corporate,21,10,0.9023041483634975,1.0
D0159,IP register 9,Legal & Corporate,03 Legal & Corporate,19,8,0.04194060434102313,1.0
D0160,IP register 2,Legal & Corporate,03 Legal & Corporate,27,11,0.37765774254612133,1.0
D0161,Share register 24,Legal & Corporate,03 Legal & Corporate,30,17,0.4607452478737513,1.0
D0162,Board minutes 4,Legal & Corporate,03 Legal & Corporate,26,16,1.427061610249636,1.0
D0163,Share register 26,Legal & Corporate,03 Legal & Corporate,26,9,0.04121250846894223,1.0
D0164,Dispute correspondence 25,Legal & Corporate,03 Legal & Corporate,17,4,0.7522590236546147,1.0
D0165,Subsidiary accounts 21,Legal & Corporate,03 Legal & Corporate,25,9,0.8276884298867104,1.0
D0166,Share register 3,Legal & Corporate,03 Legal & Corporate,27,13,0.029870163858398812,1.0
D0167,Property lease 33,Legal & Corporate,03 Legal & Corporate,26,16,0.7925691209391492,1.0
D0168,Property lease 6,Legal & Corporate,03 Legal & Corporate,24,6,0.7255139780522444,1.0
D0169,IP register 2,Legal & Corporate,03 Legal & Corporate,17,4,0.03832514915312908,1.0
D0170,Board minutes 19,Legal & Corporate,03 Legal & Corporate,26,1,1.259525980938547,1.0
D0171,Dispute correspondence 34,Legal & Corporate,03 Legal & Corporate,21,0,0.03392697717305805,1.0
D0172,Share register 22,Legal & Corporate,03 Legal & Corporate,10,12,1.4848079447386662,1.0
D0173,Share register 34,Legal & Corporate,03 Legal & Corporate,20,14,0.8193752788361531,1.0
D0174,IP register 21,Legal & Corporate,03 Legal & Corporate,22,16,0.02735890501053027,1.0
D0175,Shareholder agreement 14,Legal & Corporate,03 Legal & Corporate,9,11,0.5210504074808473,1.0
D0176,Shareholder agreement 18,Legal & Corporate,03 Legal & Corporate,27,8,0.5651789192821629,1.0
D0177,Share register 23,Legal & Corporate,03 Legal & Corporate,20,8,0.41910346072182175,1.0
D0178,Subsidiary accounts 24,Legal & Corporate,03 Legal & Corporate,17,16,0.5106368649435353,1.0
D0179,Subsidiary accounts 20,Legal & Corporate,03 Legal & Corporate,27,8,0.6963806369384921,1.0
D0180,Dispute correspondence 8,Legal & Corporate,03 Legal & Corporate,27,6,0.04143540535078577,1.0
D0181,Share register 5,Legal & Corporate,03 Legal & Corporate,18,3,1.096203338971211,1.0
D0182,Shareholder agreement 31,Legal & Corporate,03 Legal & Corporate,15,4,1.6996617733176982,1.0
D0183,Share register 38,Legal & Corporate,03 Legal & Corporate,24,9,0.03575840612594201,1.0
D0184,IP register 5,Legal & Corporate,03 Legal & Corporate,20,15,0.817611284107436,1.0
D0185,IP register 32,Legal & Corporate,03 Legal & Corporate,23,4,0.8289797750147357,1.0
D0186,Dispute correspondence 14,Legal & Corporate,03 Legal & Corporate,18,17,0.7507807199575514,1.0
D0187,IP register 37,Legal & Corporate,03 Legal & Corporate,19,11,0.719864639912686,1.0
D0188,Property lease 35,Legal & Corporate,03 Legal & Corporate,25,17,0.040095337469301315,1.0
D0189,Shareholder agreement 12,Legal & Corporate,03 Legal & Corporate,22,11,0.01815243578390607,1.0
D0190,Dispute correspondence 1,Legal & Corporate,03 Legal & Corporate,18,12,0.6739042393333775,1.0
D0191,Shareholder agreement 16,Legal & Corporate,03 Legal & Corporate,26,17,0.8629447350850135,1.0
D0192,Share register 21,Legal & Corporate,03 Legal & Corporate,14,9,0.017451844534117095,1.0
D0193,Subsidiary accounts 29,Legal & Corporate,03 Legal & Corporate,27,4,0.5648122812884131,1.0
D0194,Shareholder agreement 1,Legal & Corporate,03 Legal & Corporate,23,12,0.8242759163458618,1.0
D0195,Subsidiary accounts 34,Legal & Corporate,03 Legal & Corporate,19,2,0.6837508774363625,1.0
D0196,Board minutes 27,Legal & Corporate,03 Legal & Corporate,21,4,0.7340289722080543,1.0
D0197,Dispute correspondence 37,Legal & Corporate,03 Legal & Corporate,27,15,1.6474871810388554,1.0
D0198,Property lease 10,Legal & Corporate,03 Legal & Corporate,25,8,1.3224869727525208,1.0
D0199,Board minutes 9,Legal & Corporate,03 Legal & Corporate,20,16,0.7014292781630654,1.0
D0200,Shareholder agreement 11,Legal & Corporate,03 Legal & Corporate,20,7,1.0177369350730263,1.0
D0201,Subsidiary accounts 13,Legal & Corporate,03 Legal & Corporate,21,11,1.1823759667528655,1.0
D0202,Board minutes 37,Legal & Corporate,03 Legal & Corporate,22,9,0.5436269149845053,1.0
D0203,Shareholder agreement 35,Legal & Corporate,03 Legal & Corporate,23,5,0.043400217625278986,1.0
D0204,Dispute correspondence 38,Legal & Corporate,03 Legal & Corporate,14,12,0.9446093614949926,1.0
D0205,Shareholder agreement 3,Legal & Corporate,03 Legal & Corporate,22,11,1.3593168377728402,1.0
D0206,Board minutes 30,Legal & Corporate,03 Legal & Corporate,26,7,1.8617142880682354,1.0
D0207,Dispute correspondence 7,Legal & Corporate,03 Legal & Corporate,20,14,1.4714543063243832,1.0
D0208,Dispute correspondence 14,Legal & Corporate,03 Legal & Corporate,22,4,0.9646184898885184,1.0
D0209,Share register 25,Legal & Corporate,03 Legal & Corporate,26,13,1.8230261943343615,1.0
D0210,Shareholder agreement 12,Legal & Corporate,03 Legal & Corporate,15,15,1.2911760766919316,1.0
D0211,IP register 22,Legal & Corporate,03 Legal & Corporate,22,1,0.8524509813425556,1.0
D0212,Subsidiary accounts 30,Legal & Corporate,03 Legal & Corporate,23,5,1.3293295067939463,1.0
D0213,Shareholder agreement 1,Legal & Corporate,03 Legal & Corporate,25,11,0.04087639142491106,1.0
D0214,Property lease 34,Legal & Corporate,03 Legal & Corporate,19,13,0.9801762227998829,1.0
D0215,Share register 5,Legal & Corporate,03 Legal & Corporate,22,9,0.4371164648044812,1.0
D0216,Subsidiary accounts 24,Legal & Corporate,03 Legal & Corporate,28,16,0.9879854154632439,1.0
D0217,Subsidiary accounts 23,Legal & Corporate,03 Legal & Corporate,12,0,1.3330561809553698,1.0
D0218,IP register 14,Legal & Corporate,03 Legal & Corporate,30,17,3.251578698922312,1.0
D0219,Subsidiary accounts 37,Legal & Corporate,03 Legal & Corporate,18,11,0.5107620768051263,1.0
D0220,Board minutes 28,Legal & Corporate,03 Legal & Corporate,22,14,2.3301738153500855,1.0
D0221,Dispute correspondence 33,Legal & Corporate,03 Legal & Corporate,24,0,0.8240016512738882,1.0
D0222,Property lease 29,Legal & Corporate,03 Legal & Corporate,12,4,0.8912494705963233,1.0
D0223,Board minutes 15,Legal & Corporate,03 Legal & Corporate,26,9,0.01929355653433617,1.0
D0224,Pension scheme rules 23,HR & Pensions,04 HR & Pensions,34,11,1.593662982759949,1.0
D0225,Bonus scheme rules 28,HR & Pensions,04 HR & Pensions,35,1,0.01436349249990134,1.0
D0226,Scheme member data 23,HR & Pensions,04 HR & Pensions,23,4,0.020289250778286746,1.0
D0227,Union agreement 6,HR & Pensions,04 HR & Pensions,25,7,1.2531740755577758,1.0
D0228,Senior employment contract 32,HR & Pensions,04 HR & Pensions,34,10,1.4841675445885874,1.0
D0229,Pension scheme rules 30,HR & Pensions,04 HR & Pensions,34,8,0.3962492261996962,1.0
D0230,Senior employment contract 23,HR & Pensions,04 HR & Pensions,34,16,0.6190685095144888,1.0
D0231,Pension scheme rules 24,HR & Pensions,04 HR & Pensions,30,8,1.8536485854883922,1.0
D0232,Pension scheme rules 16,HR & Pensions,04 HR & Pensions,29,5,1.5188745427363177,1.0
D0233,Scheme member data 30,HR & Pensions,04 HR & Pensions,30,9,0.03246177280009315,1.0
D0234,Union agreement 30,HR & Pensions,04 HR & Pensions,34,14,0.8982735522104396,1.0
D0235,Union agreement 3,HR & Pensions,04 HR & Pensions,37,2,0.029786113566295774,1.0
D0236,Pension scheme rules 15,HR & Pensions,04 HR & Pensions,20,17,2.697396923476861,1.0
D0237,Pension scheme rules 31,HR & Pensions,04 HR & Pensions,25,14,1.2834175181112704,1.0
D0238,Employee census 11,HR & Pensions,04 HR & Pensions,19,1,0.7977702191497206,1.0
D0239,Senior employment contract 13,HR & Pensions,04 HR & Pensions,27,2,1.2039730668317248,1.0
D0240,Union agreement 35,HR & Pensions,04 HR & Pensions,27,5,0.7355333288292472,1.0
D0241,Employee census 21,HR & Pensions,04 HR & Pensions,27,6,0.00945186334579671,1.0
D0242,Union agreement 9,HR & Pensions,04 HR & Pensions,35,13,0.7244288641217155,1.0
D0243,Pension scheme rules 23,HR & Pensions,04 HR & Pensions,25,4,1.117058001751719,1.0
D0244,Redundancy provision 34,HR & Pensions,04 HR & Pensions,28,14,1.0894449327927507,1.0
D0245,Employee census 28,HR & Pensions,04 HR & Pensions,35,2,1.296691363364228,1.0
D0246,Scheme member data 30,HR & Pensions,04 HR & Pensions,39,2,1.169900287056413,1.0
D0247,Scheme member data 6,HR & Pensions,04 HR & Pensions,27,6,0.0047914297398197634,1.0
D0248,Bonus scheme rules 10,HR & Pensions,04 HR & Pensions,25,6,1.5253593249466715,1.0
D0249,Redundancy provision 31,HR & Pensions,04 HR & Pensions,29,12,0.7734081482921976,1.0
D0250,Bonus scheme rules 35,HR & Pensions,04 HR & Pensions,35,0,1.1004133869176211,1.0
D0251,Redundancy provision 27,HR & Pensions,04 HR & Pensions,32,10,1.662652710466539,1.0
D0252,Union agreement 17,HR & Pensions,04 HR & Pensions,20,16,1.052915108079926,1.0
D0253,Redundancy provision 34,HR & Pensions,04 HR & Pensions,37,15,1.5989753812060747,1.0
D0254,Union agreement 29,HR & Pensions,04 HR & Pensions,34,12,0.007792721583966729,1.0
D0255,Redundancy provision 34,HR & Pensions,04 HR & Pensions,26,16,0.013814584169828578,1.0
D0256,Redundancy provision 4,HR & Pensions,04 HR & Pensions,32,7,0.024864883771134137,1.0
D0257,Scheme member data 25,HR & Pensions,04 HR & Pensions,31,16,1.119583974921334,1.0
D0258,Senior employment contract 8,HR & Pensions,04 HR & Pensions,25,15,1.1033485711350752,1.0
D0259,Employee census 5,HR & Pensions,04 HR & Pensions,20,1,0.7348133604809353,1.0
D0260,Scheme member data 24,HR & Pensions,04 HR & Pensions,41,0,0.015707071920202594,1.0
D0261,Scheme member data 6,HR & Pensions,04 HR & Pensions,23,10,1.3137922619766897,1.0
D0262,Bonus scheme rules 33,HR & Pensions,04 HR & Pensions,30,12,0.5498400788860126,1.0
D0263,Employee census 26,HR & Pensions,04 HR & Pensions,36,17,1.625325696390285,1.0
D0264,Pension scheme rules 21,HR & Pensions,04 HR & Pensions,31,17,0.01364319241843977,1.0
D0265,Union agreement 26,HR & Pensions,04 HR & Pensions,30,11,1.1483594491755806,1.0
D0266,Bonus scheme rules 20,HR & Pensions,04 HR & Pensions,39,3,0.0322570604513117,1.0
D0267,Pension scheme rules 3,HR & Pensions,04 HR & Pensions,28,15,4.024177413667922,1.0
D0268,Pension scheme rules 19,HR & Pensions,04 HR & Pensions,35,12,1.5021629655725088,1.0
D0269,Union agreement 19,HR & Pensions,04 HR & Pensions,25,6,1.387076064018796,1.0
D0270,Site layout 35,Operations & Sites,05 Operations & Sites,11,1,1.0611330868934161,1.0
D0271,Quality certification 30,Operations & Sites,05 Operations & Sites,17,12,1.3308682392639357,1.0
D0272,Machine register 19,Operations & Sites,05 Operations & Sites,19,7,0.03473291589395815,1.0
D0273,Machine register 8,Operations & Sites,05 Operations & Sites,13,3,0.8473579040092881,1.0
D0274,Quality certification 26,Operations & Sites,05 Operations & Sites,13,17,0.7433372912401138,1.0
D0275,Inventory ageing 8,Operations & Sites,05 Operations & Sites,8,17,0.602748508253646,1.0
D0276,Site layout 9,Operations & Sites,05 Operations & Sites,9,12,1.8325058656382738,1.0
D0277,Supplier agreement 17,Operations & Sites,05 Operations & Sites,17,7,0.9484948370085745,1.0
D0278,Machine register 34,Operations & Sites,05 Operations & Sites,13,2,0.5874244714900542,1.0
D0279,Supplier agreement 11,Operations & Sites,05 Operations & Sites,14,13,0.6128646579114215,1.0
D0280,Maintenance schedule 9,Operations & Sites,05 Operations & Sites,11,1,0.5039667801891926,1.0
D0281,Supplier agreement 17,Operations & Sites,05 Operations & Sites,16,5,0.3595411266870672,1.0
D0282,Quality certification 30,Operations & Sites,05 Operations & Sites,12,14,0.016583800947388188,1.0
D0283,Site layout 38,Operations & Sites,05 Operations & Sites,7,12,0.7135431161859339,1.0
D0284,Site layout 2,Operations & Sites,05 Operations & Sites,11,11,0.8937399202203102,1.0
D0285,Inventory ageing 23,Operations & Sites,05 Operations & Sites,17,11,0.04347156997847661,1.0
D0286,Quality certification 6,Operations & Sites,05 Operations & Sites,15,13,0.664308407059973,1.0
D0287,Site layout 2,Operations & Sites,05 Operations & Sites,10,10,0.9970295839067215,1.0
D0288,Maintenance schedule 5,Operations & Sites,05 Operations & Sites,14,12,0.8682869390033278,1.0
D0289,Quality certification 29,Operations & Sites,05 Operations & Sites,10,10,0.6025908265046016,1.0
D0290,Site layout 6,Operations & Sites,05 Operations & Sites,20,1,0.0367521766775864,1.0
D0291,Inventory ageing 38,Operations & Sites,05 Operations & Sites,12,17,2.6087305562451393,1.0
D0292,Inventory ageing 7,Operations & Sites,05 Operations & Sites,11,8,0.8344957880697523,1.0
D0293,Machine register 4,Operations & Sites,05 Operations & Sites,14,5,0.9140987009379408,1.0
D0294,Inventory ageing 36,Operations & Sites,05 Operations & Sites,10,13,1.1282843932949054,1.0
